,0,1,2,3,4,5,6
874,80,80,70,80,70,70,80
875,80,70,86,86,80,86,70
876,70,77,77,70,73,70,77
877,86,74,86,74,74,74,70
878,70,70,85,77,76,77,85
879,88,89,70,89,70,70,70
880,80,80,70,80,70,70,70
881,77,70,73,77,73,77,70
882,70,70,70,80,70,70,70
883,80,70,70,80,80,80,70
884,70,70,70,79,70,79,79
885,83,83,71,71,71,83,71
886,88,86,86,88,70,86,88
887,70,70,80,80,80,70,80
888,70,80,70,70,80,70,70
889,86,70,86,86,70,70,70
890,70,73,73,74,73,70,70
891,80,89,89,80,80,80,89
892,70,81,70,76,76,77,77
893,77,70,77,70,70,70,70
894,76,77,77,76,76,70,70
895,88,70,70,88,88,70,70
896,70,80,80,80,70,80,80
897,68,74,87,87,73,73,87
898,80,70,80,70,80,70,80
899,80,80,70,80,80,70,70
900,80,80,70,80,70,80,80
901,77,77,70,70,70,70,70
902,70,77,85,77,78,88,88
903,70,86,86,80,80,80,70
904,70,77,80,80,80,70,70
905,86,86,86,80,80,86,86
906,80,70,70,80,80,86,80
907,77,70,70,70,70,77,77
908,71,71,71,77,71,77,71
909,80,71,71,71,80,80,71
910,80,80,80,80,71,71,71
911,71,71,80,80,80,78,80
912,88,88,88,71,73,71,71
913,71,71,71,71,77,71,71
914,80,80,80,85,80,78,71
915,80,71,71,80,80,80,80
916,71,87,88,87,71,73,73
917,80,71,73,88,73,73,80
918,71,86,71,71,71,86,71
919,87,68,74,68,87,74,68
920,80,80,80,80,80,80,80
921,66,80,66,66,80,86,66
922,69,69,69,69,69,90,69
923,64,80,80,80,64,64,64
924,80,80,74,69,69,80,80
925,69,87,87,87,88,69,69
926,69,69,77,69,77,77,69
927,69,80,69,80,69,69,69
928,83,69,80,69,69,83,69
929,69,69,69,77,77,77,77
930,69,88,88,69,73,73,69
931,69,69,69,69,69,87,88
932,69,77,76,76,69,77,76
933,69,80,69,69,69,80,80
934,80,69,80,80,69,69,69
935,70,70,80,70,70,80,89
936,77,70,80,70,80,77,77
937,70,80,80,70,70,80,70
938,86,77,77,77,77,86,70
939,68,88,88,68,80,68,88
940,77,67,77,77,67,77,77
941,77,80,80,77,67,77,80
942,66,66,66,80,80,66,80
943,88,67,67,67,88,67,67
944,80,89,89,67,89,80,80
945,88,77,85,85,86,85,88
946,76,75,76,54,54,75,54
947,61,74,74,61,74,74,74
948,77,86,86,70,77,86,86
949,80,86,80,86,68,68,68
950,68,68,68,68,68,68,80
951,76,81,74,68,81,68,68
952,68,68,77,68,68,68,77
953,77,77,80,68,80,80,68
954,68,79,79,79,68,79,79
955,68,86,86,68,86,86,68
956,80,80,80,67,80,80,67
957,65,65,77,65,65,65,65
958,67,67,80,67,67,67,67
959,66,77,77,77,77,77,66
960,80,80,80,80,66,80,66
961,66,66,66,66,66,66,66
962,80,66,80,66,66,66,80
963,80,66,66,66,88,66,88
964,80,77,80,68,80,77,80
965,30,84,84,84,30,84,84
966,86,86,86,86,86,86,86
967,80,9,9,80,9,80,80
968,22,22,22,22,22,22,22
969,41,76,41,41,76,76,76
970,77,64,77,64,77,64,64
971,77,77,77,77,89,64,64
972,65,80,65,65,65,80,65
973,79,69,69,79,79,69,79
974,88,69,69,88,80,80,80
975,88,69,69,69,69,69,69
976,73,87,88,88,69,88,69
977,69,73,73,73,69,73,73
978,69,85,85,85,69,88,88
979,88,88,69,80,80,88,69
980,69,80,80,69,69,80,80
981,69,69,80,69,80,80,80
982,73,73,69,74,74,88,74
983,69,69,69,69,69,69,88
984,70,70,70,70,88,70,88
985,80,80,69,80,69,80,80
986,70,70,88,88,88,88,70
987,70,70,88,70,70,88,88
988,77,86,86,77,77,70,86
989,76,84,70,70,84,84,84
990,70,80,70,86,86,86,80
991,78,70,78,78,70,70,70
992,70,77,77,70,70,70,77
993,74,70,76,74,70,70,75
994,80,70,70,70,80,70,80
995,77,77,70,77,70,70,77
996,76,77,77,76,77,77,68
997,68,77,77,77,77,77,77
998,67,77,67,67,77,67,67
999,67,67,77,67,77,67,77
1000,90,67,67,67,67,77,90
1001,69,69,69,69,69,69,69
1002,70,77,70,77,70,77,70
1003,85,85,77,85,70,77,70
1004,80,66,66,66,90,66,80
1005,80,64,64,64,64,80,80
1006,87,64,80,87,64,87,87
1007,70,77,70,70,70,77,77
1008,69,69,80,69,69,69,69
1009,80,69,69,69,69,69,80
1010,80,69,69,80,69,69,80
1011,69,69,78,69,69,69,78
1012,70,80,77,80,70,80,77
1013,73,88,70,73,70,70,88
1014,70,77,70,70,70,77,70
1015,70,80,80,70,76,80,76
1016,74,74,74,73,88,88,70
1017,69,69,69,80,80,69,80
1018,80,63,63,80,80,80,63
1019,73,62,62,73,73,62,88
1020,85,17,85,85,17,88,88
1021,80,80,80,80,80,36,36
1022,70,70,70,79,79,79,79
1023,77,70,77,77,77,77,70
1024,70,86,86,70,86,70,70
1025,70,88,70,70,70,80,73
1026,77,70,80,77,70,77,70
1027,73,68,73,73,68,73,73
1028,86,86,86,77,68,86,68
1029,68,77,77,68,68,77,77
1030,77,77,77,77,66,66,77
1031,76,76,74,67,74,67,74
1032,76,67,77,77,67,67,77
1033,74,74,69,74,76,76,74
1034,69,74,74,74,74,69,73
1035,77,66,66,77,66,66,77
1036,77,77,64,64,64,77,64
1037,86,84,77,84,55,77,77
1038,88,70,88,88,88,88,70
1039,80,70,70,80,70,70,80
1040,86,69,69,86,86,77,69
1041,68,77,77,68,68,77,77
1042,85,88,85,68,68,68,85
1043,77,77,68,68,68,68,77
1044,80,77,80,67,80,80,77
1045,80,80,66,80,80,66,66
1046,88,66,88,88,88,66,88
1047,77,77,69,69,69,77,77
1048,86,86,86,69,69,77,86
1049,69,69,77,77,77,69,77
1050,20,86,86,20,86,86,80
1051,77,77,69,77,69,69,77
1052,83,83,83,83,83,77,83
1053,80,68,80,68,68,80,68
1054,77,77,77,69,69,69,77
1055,67,80,67,80,80,67,80
1056,83,65,65,83,83,65,65
1057,77,77,69,77,77,77,69
1058,67,80,67,74,74,67,80
1059,69,69,69,69,77,77,69
1060,69,74,74,74,74,69,76
1061,80,80,77,69,80,77,69
1062,80,71,80,71,80,71,80
1063,76,76,80,68,68,80,80
1064,82,82,78,20,20,82,78
1065,79,89,79,79,79,56,89
1066,68,75,76,75,68,75,75
1067,77,77,77,77,77,69,77
1068,69,80,69,69,69,80,80
1069,80,78,80,67,88,67,67
1070,77,77,68,77,68,68,68
1071,77,77,77,68,77,68,68
1072,68,86,77,68,68,68,68
1073,88,88,88,88,67,67,88
1074,77,77,67,67,67,67,80
1075,67,67,67,80,67,67,67
1076,75,73,67,76,75,74,75
1077,67,67,88,88,88,88,67
1078,76,76,75,61,76,75,76
1079,84,69,84,69,69,84,84
1080,69,69,69,69,69,69,69
1081,78,78,78,69,69,69,69
1082,80,80,70,80,70,80,70
1083,70,78,70,70,70,70,70
1084,69,79,79,69,69,69,69
1085,86,69,80,69,69,69,86
1086,69,80,80,80,80,69,80
1087,73,69,69,73,73,69,73
1088,73,73,73,73,73,70,70
1089,86,73,86,86,86,88,73
1090,88,66,66,88,66,88,88
1091,75,75,75,74,75,50,76
1092,69,69,69,69,77,77,69
1093,69,69,77,77,77,69,77
1094,69,77,77,69,77,77,69
1095,69,69,77,69,69,77,69
1096,86,70,70,70,86,70,70
1097,80,80,69,80,69,69,80
1098,69,77,77,77,77,77,69
1099,67,67,80,80,67,67,80
1100,86,67,80,86,67,77,67
1101,66,80,66,80,66,66,85
1102,69,69,86,77,69,69,86
1103,80,80,63,77,80,77,63
1104,77,65,80,77,80,78,77
1105,88,74,73,88,71,71,71
1106,71,80,80,78,78,71,71
1107,68,80,68,80,68,80,80
1108,80,80,80,68,68,80,68
1109,67,80,80,67,88,67,80
1110,84,73,77,87,68,84,84
1111,80,69,69,80,80,80,80
1112,67,80,67,67,67,67,80
1113,80,80,67,80,67,67,80
1114,69,77,69,69,69,77,69
1115,77,77,80,69,77,77,69
1116,13,74,13,74,74,74,74
1117,69,69,80,80,80,69,69
1118,51,77,77,77,77,51,77
1119,60,86,80,86,80,60,86
1120,77,77,69,77,69,69,69
1121,69,84,84,80,80,84,84
1122,12,80,80,78,78,78,12
1123,80,27,27,80,27,27,27
1124,86,89,5,89,89,86,86
1125,34,88,88,88,88,34,34
1126,74,80,31,31,80,74,80
1127,71,80,71,71,71,71,80
1128,79,79,69,79,79,69,79
1129,69,85,86,69,80,69,69
1130,69,69,79,79,79,79,79
1131,88,68,68,68,88,88,68
1132,69,86,80,80,69,86,80
1133,81,81,76,76,81,74,48
1134,69,69,80,69,80,69,80
1135,80,80,64,64,64,64,80
1136,69,80,69,69,69,80,69
1137,69,69,80,69,80,69,86
1138,77,77,80,78,80,73,78
1139,68,78,88,73,88,78,68
1140,77,67,67,67,77,67,77
1141,79,79,79,79,79,79,66
1142,79,79,79,79,70,70,79
1143,70,78,78,70,78,78,88
1144,80,70,80,70,80,80,70
1145,80,67,67,80,67,80,80
1146,80,66,80,80,80,80,80
1147,80,80,68,68,80,80,68
1148,80,80,80,67,67,80,67
1149,80,80,80,44,44,44,44
1150,69,80,80,69,80,80,69
1151,69,78,78,69,69,69,78
1152,70,70,89,70,86,89,86
1153,66,66,80,80,84,80,84
1154,38,38,87,87,87,38,38
1155,86,77,77,77,77,69,77
1156,78,80,78,69,69,69,78
1157,83,70,70,83,70,83,70
1158,69,69,69,69,69,80,80
1159,52,85,85,85,87,85,87
1160,70,70,86,86,80,70,86
1161,69,73,69,80,73,69,69
1162,77,77,69,77,77,77,77
1163,69,69,69,80,80,69,80
1164,76,70,70,76,70,70,76
1165,80,69,77,80,77,77,80
1166,77,66,66,66,66,77,77
1167,67,67,77,67,77,67,67
1168,80,80,66,66,80,80,80
1169,67,80,67,67,67,67,80
1170,80,80,67,67,77,77,67
1171,67,67,80,67,67,80,67
1172,12,77,77,12,12,77,77
1173,80,70,80,80,86,80,86
1174,88,80,69,80,69,80,80
1175,86,70,86,86,70,86,70
1176,70,70,89,89,89,89,80
1177,69,77,77,77,69,77,69
1178,67,67,77,67,67,67,67
1179,68,77,68,77,77,68,77
1180,73,67,73,77,67,67,73
1181,73,67,67,73,73,67,77
1182,67,67,77,67,67,67,67
1183,67,67,67,73,73,77,67
1184,67,79,79,79,79,79,67
1185,89,77,89,89,89,89,89
1186,77,67,67,80,80,80,77
1187,48,78,48,48,48,78,78
1188,63,63,73,73,63,77,73
1189,70,70,70,70,80,70,70
1190,70,86,86,86,86,70,77
1191,71,71,78,80,71,80,71
1192,66,66,80,80,66,66,66
1193,80,80,67,80,67,80,67
1194,80,67,80,78,80,78,67
1195,66,66,80,66,66,80,80
1196,65,65,80,80,80,65,65
1197,69,69,80,69,80,80,77
1198,78,78,88,88,33,88,33
1199,77,69,77,77,83,77,83
1200,23,80,23,23,23,23,76
1201,79,69,69,69,79,79,79
1202,69,69,69,77,77,69,77
1203,84,86,86,86,77,8,77
1204,80,80,15,80,89,77,15
1205,80,69,80,80,80,69,69
1206,66,66,66,66,77,77,66
1207,68,88,88,88,88,68,68
1208,68,88,80,68,80,68,78
1209,77,67,67,67,67,77,77
1210,68,68,88,68,68,87,88
1211,80,67,67,80,86,80,80
1212,66,66,66,85,66,85,86
1213,88,80,66,80,66,78,88
1214,49,49,80,80,80,49,80
1215,73,69,69,87,69,69,87
1216,86,70,70,70,70,86,70
1217,68,88,88,68,88,68,68
1218,68,77,68,68,77,68,77
1219,68,77,68,68,86,75,76
1220,68,68,68,80,80,80,68
1221,80,80,67,80,67,67,67
1222,66,73,66,66,66,73,73
1223,66,80,80,66,66,66,66
1224,67,80,67,80,67,80,80
1225,77,77,68,77,68,68,77
1226,80,78,78,70,78,70,78
1227,68,80,68,68,68,68,68
1228,73,73,68,73,68,68,68
1229,80,80,80,88,68,68,68
1230,67,77,77,77,67,67,67
1231,80,80,80,80,63,80,73
1232,79,79,79,79,64,79,64
1233,69,69,69,80,80,80,69
1234,71,77,77,71,71,77,77
1235,67,67,67,67,78,67,78
1236,80,70,80,80,70,70,80
1237,69,69,80,69,69,77,80
1238,80,69,69,69,80,80,80
1239,68,68,86,86,73,73,86
1240,75,69,69,69,69,87,75
1241,80,80,70,77,70,77,77
1242,64,64,64,64,77,77,64
1243,83,71,83,71,83,71,83
1244,70,70,70,73,70,73,70
1245,78,70,70,70,78,70,70
1246,77,68,77,68,77,68,68
1247,67,67,67,67,90,67,67
1248,88,67,67,88,88,67,67
1249,66,77,66,77,77,66,66
1250,73,68,68,73,73,68,68
1251,70,77,77,70,77,77,70
1252,80,70,70,80,70,80,70
1253,68,88,68,88,68,68,88
1254,70,77,70,77,77,70,77
1255,70,80,80,80,80,80,80
1256,80,70,70,70,80,80,80
1257,70,80,70,80,80,80,80
1258,86,77,86,86,77,70,77
1259,86,77,86,77,86,77,77
1260,68,80,80,80,68,80,68
1261,68,80,80,80,80,68,68
1262,86,86,69,86,86,86,86
1263,80,80,69,69,80,80,80
1264,69,80,69,80,69,80,69
1265,80,70,80,80,80,70,80
1266,46,80,80,46,80,80,46
1267,68,68,80,68,80,80,68
1268,80,65,80,80,80,65,65
1269,30,30,30,30,30,86,30
1270,77,66,66,77,77,77,77
1271,67,77,67,77,77,67,67
1272,77,77,77,77,67,67,80
1273,67,67,88,80,80,88,88
1274,88,87,66,66,66,87,66
1275,88,88,88,67,88,88,67
1276,69,80,80,80,69,69,80
1277,78,78,78,78,69,73,73
1278,70,80,70,84,84,70,80
1279,76,76,74,70,70,70,70
1280,70,70,78,70,78,70,78
1281,80,80,69,80,69,80,69
1282,69,80,69,80,69,69,69
1283,77,70,70,70,70,70,77
1284,69,80,69,80,69,85,69
1285,80,67,67,80,67,80,67
1286,77,86,77,10,84,86,77
1287,69,69,77,69,77,69,77
1288,77,77,77,77,69,69,77
1289,86,69,69,86,69,86,86
1290,86,67,67,67,86,86,67
1291,69,69,69,69,69,69,69
1292,81,70,76,70,70,70,81
1293,87,74,81,74,87,76,74
1294,71,79,79,71,79,79,71
1295,77,77,80,77,80,80,70
1296,69,69,69,80,77,69,80
1297,80,67,67,80,67,80,80
1298,26,77,26,84,26,77,26
1299,80,86,14,86,86,14,14
1300,80,86,80,80,86,70,80
1301,77,77,77,54,54,54,77
1302,70,77,77,77,70,70,70
1303,67,67,73,67,73,73,67
1304,78,73,73,69,78,78,78
1305,77,68,77,77,77,68,77
1306,67,80,80,67,67,67,67
1307,67,67,67,79,67,79,79
1308,67,80,77,80,77,80,67
1309,47,80,47,47,47,47,80
1310,80,18,80,18,80,18,18
1311,69,69,77,77,80,77,77
1312,69,77,77,77,80,80,80
1313,71,88,71,71,85,71,82
1314,67,88,88,88,74,88,88
1315,86,86,80,80,86,70,86
1316,80,70,70,80,70,70,80
1317,80,80,69,69,80,80,80
1318,79,79,69,79,79,69,69
1319,80,80,80,69,80,69,69
1320,69,80,69,69,80,80,80
1321,77,69,69,77,77,69,69
1322,66,77,77,77,77,66,66
1323,67,80,80,80,67,67,67
1324,88,69,88,88,69,80,88
1325,69,69,69,69,80,69,69
1326,80,69,80,69,69,69,80
1327,67,80,80,67,80,67,67
1328,80,69,69,69,80,80,69
1329,80,69,69,80,69,80,69
1330,67,67,67,80,80,67,67
1331,79,68,79,68,79,68,68
1332,80,80,80,66,80,66,66
1333,77,67,67,67,80,67,77
1334,69,69,80,80,80,69,80
1335,69,69,69,69,69,80,69
1336,77,76,81,81,81,76,69
1337,69,69,77,69,77,77,69
1338,69,80,80,69,69,69,80
1339,77,66,80,80,66,80,66
1340,86,68,86,68,68,68,68
1341,65,65,65,65,65,80,80
1342,80,80,80,80,80,69,80
1343,80,68,68,80,68,80,80
1344,66,80,66,80,80,66,66
1345,80,80,67,67,67,80,67
1346,80,65,80,65,80,65,80
1347,80,80,80,31,80,31,80
1348,63,63,63,63,63,63,63
1349,66,77,66,66,66,77,66
1350,80,80,22,80,22,80,22
1351,77,69,69,77,77,77,69
1352,80,80,80,80,49,80,49
1353,67,67,86,86,67,86,67
1354,65,65,65,65,65,65,80
1355,69,69,80,80,80,80,80
1356,77,77,69,69,69,69,77
1357,86,86,86,89,89,89,86
1358,69,73,69,69,69,73,69
1359,80,80,69,80,69,69,80
1360,77,77,77,67,77,77,67
1361,77,69,69,77,77,77,77
1362,69,69,69,69,73,69,73
1363,69,79,69,79,69,69,69
1364,73,73,69,73,69,69,73
1365,73,66,73,80,66,66,73
1366,80,79,80,79,80,80,67
1367,67,75,75,67,75,75,75
1368,80,67,80,67,80,67,80
1369,80,80,80,23,80,80,80
1370,80,67,67,80,67,88,80
1371,77,67,67,67,77,83,83
1372,67,67,67,73,67,73,73
1373,72,72,44,72,72,72,72
1374,77,77,77,53,77,77,77
1375,66,80,80,80,80,80,80
1376,77,77,77,70,77,70,70
1377,77,86,70,77,77,70,70
1378,79,70,70,79,79,79,70
1379,86,70,70,86,86,86,86
1380,80,70,70,80,70,80,70
1381,69,80,69,80,80,80,69
1382,80,80,80,70,70,80,80
1383,70,70,70,76,70,74,70
1384,80,70,70,70,70,70,70
1385,70,77,70,77,77,77,77
1386,70,87,70,87,70,70,87
1387,86,70,86,86,86,86,86
1388,70,70,70,80,70,70,70
1389,80,80,70,80,80,70,80
1390,70,70,70,70,70,78,78
1391,70,70,80,80,70,70,70
1392,70,70,80,70,70,80,70
1393,88,70,88,73,73,88,73
1394,70,70,70,70,86,86,70
1395,71,71,80,80,71,80,71
1396,80,69,80,69,80,80,69
1397,7,7,80,7,80,80,80
1398,69,69,80,80,80,80,69
1399,70,70,70,88,70,88,70
1400,80,80,68,86,68,68,80
1401,80,66,80,66,66,66,80
1402,80,80,80,80,80,80,80
1403,80,67,80,80,77,67,80
1404,60,60,77,77,77,77,60
1405,70,80,80,80,80,80,80
1406,86,86,80,68,86,68,80
1407,67,67,67,73,67,73,67
1408,68,68,68,68,68,77,68
1409,76,75,67,67,76,75,75
1410,66,66,80,66,66,66,66
1411,74,41,74,74,87,87,41
1412,75,68,68,75,75,75,75
1413,73,73,73,73,73,73,67
1414,68,73,68,73,73,68,73
1415,67,67,73,76,67,73,73
1416,73,73,73,67,87,67,67
1417,80,80,70,80,70,70,80
1418,66,66,80,66,66,66,80
1419,67,73,73,87,67,67,67
1420,70,77,70,77,77,77,70
1421,80,66,66,66,80,80,66
1422,66,88,88,82,66,66,66
1423,89,68,80,89,68,89,80
1424,77,80,67,80,77,86,86
1425,77,77,77,67,80,80,77
1426,77,80,77,80,77,77,80
1427,80,80,80,80,80,80,80
1428,70,70,77,70,70,77,70
1429,80,86,71,86,80,80,80
1430,70,70,70,80,80,70,70
1431,70,70,88,70,88,70,70
1432,80,71,80,71,71,71,80
1433,70,80,70,70,80,80,80
1434,71,71,71,86,71,86,71
1435,68,68,68,68,68,68,68
1436,80,66,66,86,66,80,86
1437,77,77,67,67,67,67,77
1438,80,80,80,80,80,68,68
1439,80,80,67,78,78,78,78
1440,80,67,80,80,67,80,80
1441,68,86,68,80,86,86,80
1442,80,80,68,80,68,80,68
1443,67,80,80,67,67,67,80
1444,85,76,76,77,38,85,85
1445,80,80,80,80,80,67,67
1446,77,68,77,77,77,77,77
1447,66,80,66,66,80,80,66
1448,69,69,69,80,80,69,69
1449,80,80,80,69,69,69,80
1450,74,86,74,86,20,20,20
1451,13,13,13,13,13,88,88
1452,77,16,16,16,77,16,16
1453,19,78,19,78,78,80,78
1454,20,90,20,90,90,20,20
1455,16,16,16,90,90,90,90
1456,77,80,80,77,80,27,27
1457,80,69,80,69,77,80,69
1458,10,77,77,10,10,84,84
1459,69,69,69,84,69,69,84
1460,80,69,77,69,80,69,69
1461,8,77,8,77,77,8,77
1462,86,86,86,69,80,80,86
1463,70,70,70,77,77,77,77
1464,80,80,80,68,80,68,68
1465,68,80,77,68,68,80,80
1466,68,68,80,80,80,80,80
1467,66,66,80,80,66,80,66
1468,68,68,68,68,80,68,68
1469,68,68,76,68,76,76,74
1470,76,75,76,76,68,76,76
1471,88,68,88,88,88,68,88
1472,69,77,87,69,77,77,87
1473,80,76,76,12,12,80,80
1474,67,77,67,67,67,77,67
1475,66,77,77,66,66,77,77
1476,21,82,21,82,82,82,21
1477,83,88,70,83,83,70,88
1478,68,78,68,78,80,73,80
1479,77,68,77,77,68,68,68
1480,74,47,76,76,47,47,76
1481,67,80,67,80,67,80,80
1482,69,79,79,79,69,79,79
1483,73,80,80,71,80,73,80
1484,67,73,73,77,67,77,77
1485,89,86,89,86,86,86,80
1486,80,68,80,68,68,80,68
1487,77,66,77,77,77,77,77
1488,66,80,80,80,66,66,80
1489,67,67,67,77,67,77,67
1490,66,77,66,66,77,66,77
1491,80,68,68,68,88,88,68
1492,67,77,77,67,77,67,67
1493,69,86,86,86,86,69,86
1494,69,69,69,69,69,77,69
1495,80,69,69,69,80,80,80
1496,77,78,69,78,78,77,69
1497,79,69,69,79,79,79,79
1498,70,77,70,77,70,70,70
1499,77,67,67,67,67,67,77
1500,77,77,77,77,69,77,69
1501,89,89,70,89,70,89,89
1502,67,67,86,77,67,67,77
1503,74,74,68,74,76,76,74
1504,69,77,77,69,69,69,69
1505,78,80,80,80,78,78,69
1506,69,69,80,69,80,80,80
1507,69,69,77,77,77,77,77
1508,88,68,88,80,88,88,80
1509,77,77,67,67,77,67,77
1510,78,69,78,78,69,69,69
1511,70,70,70,77,77,70,77
1512,80,80,80,69,80,80,69
1513,77,77,70,77,70,70,77
1514,80,80,80,80,70,80,80
1515,74,86,86,68,68,68,74
1516,80,80,80,80,80,67,80
1517,80,80,80,80,69,69,69
1518,80,80,68,68,80,68,68
1519,68,80,80,78,80,78,78
1520,68,68,68,68,83,68,83
1521,66,66,66,66,66,66,66
1522,67,88,67,88,88,88,67
1523,67,67,67,67,74,67,67
1524,80,69,80,69,80,69,80
1525,71,77,77,71,77,86,77
1526,86,80,88,58,86,88,80
1527,71,71,77,71,77,77,71
1528,80,80,70,70,70,70,70
1529,89,89,89,89,89,89,69
1530,68,80,80,80,68,80,80
1531,74,74,76,74,68,74,74
1532,80,67,67,67,67,80,67
1533,80,66,66,80,66,80,66
1534,70,77,70,77,70,78,70
1535,80,80,67,80,80,67,80
1536,69,80,69,69,80,80,69
1537,70,77,70,70,77,77,70
1538,80,70,80,80,70,80,80
1539,80,66,80,80,80,66,80
1540,68,74,74,74,68,76,68
1541,67,80,67,67,67,67,80
1542,2,2,2,2,80,80,80
1543,80,80,80,69,80,80,69
1544,77,68,68,77,77,68,77
1545,68,80,80,86,68,68,80
1546,80,80,80,80,80,61,61
1547,79,79,68,79,68,68,79
1548,88,88,68,73,73,73,88
1549,68,68,88,88,68,88,68
1550,77,68,77,68,77,77,77
1551,67,67,80,80,67,67,80
1552,73,68,73,73,73,68,68
1553,88,68,85,88,85,85,68
1554,67,67,67,80,67,80,80
1555,74,66,74,74,66,76,76
1556,80,73,88,73,88,68,73
1557,77,69,77,69,77,80,77
1558,80,80,69,69,69,69,80
1559,88,88,67,67,80,67,88
1560,54,54,78,78,78,54,78
1561,67,79,67,79,79,67,67
1562,79,79,79,79,79,79,66
1563,86,86,67,67,67,67,86
1564,80,80,64,64,64,80,64
1565,65,80,80,65,65,65,80
1566,80,80,80,80,16,16,16
1567,65,65,77,77,77,65,77
1568,86,65,77,77,77,77,65
1569,60,60,80,60,60,60,60
1570,77,77,77,77,77,77,77
1571,80,46,80,46,46,80,80
1572,80,80,55,80,55,80,55
1573,83,41,83,41,83,83,41
1574,89,89,68,89,89,89,68
1575,63,80,80,80,80,80,80
1576,81,60,60,60,81,81,81
1577,29,29,80,29,29,29,80
1578,80,40,40,80,40,40,40
1579,88,61,88,61,61,61,61
1580,86,6,86,86,86,6,86
1581,85,23,23,23,23,85,85
1582,82,20,82,82,20,20,20
1583,59,59,80,80,80,59,80
1584,19,80,80,19,19,80,19
1585,79,63,79,63,79,79,79
1586,80,80,65,65,78,78,73
1587,90,31,31,90,90,90,31
1588,77,80,70,80,70,70,77
1589,70,77,77,77,77,77,77
1590,70,80,80,70,80,70,70
1591,71,71,80,80,71,71,71
1592,80,80,80,80,71,80,71
1593,69,69,69,77,69,69,77
1594,79,71,71,79,71,79,71
1595,73,69,73,69,69,69,73
1596,68,73,68,73,87,73,87
1597,73,73,80,80,65,80,80
1598,78,88,78,88,70,88,88
1599,80,69,69,69,80,69,69
1600,70,77,77,77,70,70,70
1601,70,88,88,88,88,88,88
1602,80,71,80,80,71,71,71
1603,80,80,80,80,69,80,69
1604,78,78,88,82,21,88,78
1605,70,70,70,70,70,70,70
1606,78,78,70,78,78,70,78
1607,71,80,71,71,80,71,71
1608,76,80,80,76,70,70,76
1609,70,70,77,77,77,70,77
1610,73,78,86,70,73,73,78
1611,70,70,70,77,77,70,77
1612,71,71,86,71,86,86,71
1613,71,80,71,73,73,80,71
1614,77,77,80,31,31,80,77
1615,73,73,73,81,73,76,76
1616,68,80,80,80,80,80,80
1617,70,70,86,70,70,70,86
1618,63,73,78,63,63,73,63
1619,69,69,80,69,80,80,80
1620,70,70,77,70,77,70,70
1621,88,69,69,69,88,69,88
1622,66,66,77,77,66,66,66
1623,80,69,69,80,69,80,69
1624,88,88,88,71,71,88,71
1625,83,83,70,70,83,83,70
1626,80,80,77,69,80,80,69
1627,80,69,77,69,77,69,80
1628,80,80,67,80,67,67,80
1629,79,79,79,68,68,68,68
1630,69,80,69,69,80,69,80
1631,80,66,80,77,77,77,66
1632,69,69,69,89,89,69,89
1633,77,80,77,80,69,80,77
1634,69,69,69,69,80,80,69
1635,80,59,80,59,80,59,80
1636,69,69,69,69,69,80,80
1637,69,69,80,80,69,69,80
1638,69,80,69,80,69,80,80
1639,69,69,80,80,80,80,69
1640,69,80,69,69,69,69,80
1641,69,69,79,69,69,69,79
1642,80,80,69,69,80,69,80
1643,70,80,70,70,70,80,80
1644,77,77,70,77,70,70,70
1645,71,80,80,80,80,80,71
1646,80,80,71,71,73,71,80
1647,77,78,78,80,80,71,78
1648,71,71,80,71,71,71,80
1649,77,71,79,77,77,71,79
1650,71,80,71,80,71,71,80
1651,71,71,71,71,80,88,88
1652,70,70,86,86,86,70,70
1653,80,69,69,69,69,80,69
1654,71,71,71,77,71,77,71
1655,67,86,77,77,67,86,67
1656,77,71,71,77,86,77,71
1657,69,80,73,69,73,80,80
1658,80,80,80,69,80,69,80
1659,69,77,77,69,69,69,69
1660,69,80,69,69,80,69,80
1661,67,67,67,80,67,80,80
1662,80,80,70,86,86,70,70
1663,80,80,89,89,80,70,80
1664,77,77,77,70,77,70,70
1665,80,80,80,80,80,80,80
1666,70,80,80,70,80,80,70
1667,80,80,80,70,80,70,70
1668,70,70,77,70,70,77,77
1669,85,80,78,70,80,70,80
1670,71,88,77,77,88,77,77
1671,80,80,71,71,80,80,80
1672,80,66,80,80,80,66,66
1673,88,88,68,68,73,73,73
1674,35,35,80,35,35,35,35
1675,80,80,69,80,80,80,69
1676,80,69,69,80,80,80,80
1677,69,69,69,69,69,69,80
1678,80,71,71,71,71,71,71
1679,88,86,88,88,71,71,88
1680,71,71,80,80,86,80,80
1681,67,77,67,77,67,77,67
1682,80,80,80,69,69,69,80
